Title,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Engine (cc),URL
Suzuki Wagon R Vxi 2008 Car (Used),"Rs. 3,400,000",Suzuki,Wagon R Vxi,2008,115889,Manual,Petrol,1061,https://riyasewana.com/buy/suzuki-wagon-r-sale-warakapola-11240991
Toyota Vitz 2018 Car (Used),"Rs. 7,600,000",Toyota,Vitz,2018,100000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-sale-gampaha-11240988
Toyota G Grade 2014 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-g-grade-sale-nawalapitiya-11231557
Hyundai Trajet GLS 2000 Car (Used),"Rs. 3,975,000",Hyundai,Trajet GLS,2000,161000,Automatic,Diesel,2200,https://riyasewana.com/buy/hyundai-trajet-gls-sale-aluthgama-11240985
Suzuki Alto 2015 Car (Used),"Rs. 4,080,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kandy-11231530
Honda Civic EK3 1999 Car (Used),Negotiable,Honda,Civic EK3,1999,286900,Manual,Petrol,1500,https://riyasewana.com/buy/honda-civic-ek3-sale-kotte-11240984
Micro Panda 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/micro-panda-sale-divulapitiya-11231513
Toyota Premio G SUPERIOR 2013 Car (Used),"Rs. 10,590,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-panadura-11231506
Nissan FB14 B14 1995 Car (Used),"Rs. 2,890,000",Nissan,FB14 B14,1995,206300,Automatic,Petrol,1300,https://riyasewana.com/buy/nissan-fb14-b14-sale-kandy-11240978
Toyota Belta 2009 Car (Used),"Rs. 6,590,000",,,,,,,,https://riyasewana.com/buy/toyota-belta-sale-matara-11231547
Honda Fit GP1 2011 Car (Used),"Rs. 6,400,000",Honda,Fit GP1,2011,140000,Automatic,Petrol,-,https://riyasewana.com/buy/honda-fit-gp1-sale-negombo-11240977
Mercedes-Benz GLB200 2020 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/mercedes-benz-glb200-sale-colombo-11231497
Suzuki Spacia 2016 Car (Used),Negotiable,Suzuki,Spacia,2016,119151,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-spacia-sale-kaduwela-11240976
BMW 520D 2013 Car (Used),"Rs. 2,475,000",,,,,,,,https://riyasewana.com/buy/bmw-520d-sale-gampaha-11231478
Suzuki Alto Japan 2002 Car (Used),"Rs. 3,475,000",Suzuki,Alto Japan,2002,169000,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-alto-japan-sale-kaduwela-11240974
Suzuki Wagon R Stingray 2017 Car (Used),"Rs. 6,650,000",Suzuki,Wagon R Stingray,2017,96000,Automatic,Petrol,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-11240965
Honda Fit GP1 2012 Car (Used),"Rs. 6,350,000",,,,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-nittambuwa-11231482
Audi A1 TFSI 2016 Car (Used),"Rs. 8,350,000",,,,,,,,https://riyasewana.com/buy/audi-a1-tfsi-sale-mawanella-11231462
Suzuki Wagon R FX Safety 2024 Car Unregistered (Recondition),"Rs. 7,100,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-kiribathgoda-11231466
Toyota Aqua 2012 Car (Used),Negotiable,Toyota,Aqua,2012,1620000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-aqua-sale-matara-11240964
Toyota Premio G Superior 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-kurunegala-11231461
Toyota Vitz 2007 Car (Used),Negotiable,Toyota,Vitz,2007,73257,Automatic,Petrol,990,https://riyasewana.com/buy/toyota-vitz-sale-kaduwela-11240956
Suzuki Maruti 2005 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-kalutara-11231458
Toyota Roomy GT 2024 Car Unregistered (Recondition),"Rs. 10,400,000",Toyota,Roomy GT,2024,900,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-roomy-gt-sale-colombo-11240949
Toyota Premio 2018 Car (Used),"Rs. 15,650,000",,,,,,,,https://riyasewana.com/buy/toyota-premio-sale-kandy-11231435
Suzuki Wagon R Custom ZX 2025 Car Unregistered (Recondition),"Rs. 8,750,000",Suzuki,Wagon R Custom ZX,2025,1,Automatic,Hybrid,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-wennappuwa-11240947
Mercedes-Benz C180 2010 Car (Used),"Rs. 9,950,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-c180-sale-colombo-11231445
Suzuki Mh55 2018 Car (Used),"Rs. 6,800,000",,,,,,,,https://riyasewana.com/buy/suzuki-mh55-sale-nugegoda-11231431
Perodua Kenari 2008 Car (Used),Negotiable,Perodua,Kenari,2008,123456,Automatic,Petrol,990,https://riyasewana.com/buy/perodua-kenari-sale-kaduwela-11240944
Toyota Corolla DX 1984 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-corolla-dx-sale-galle-11231430
Nissan March K11 2001 Car (Used),"Rs. 3,150,000",Nissan,March K11,2001,172000,Automatic,Petrol,1000,https://riyasewana.com/buy/nissan-march-k11-sale-dehiwala-mount-lavinia-11240933
Perodua Viva Elite 2010 Car (Used),"Rs. 3,850,000",,,,,,,,https://riyasewana.com/buy/perodua-viva-elite-sale-anuradapura-11231424
Toyota Allion 2013 Car (Used),"Rs. 10,600,000",Toyota,Allion,2013,115000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-allion-sale-mawanella-11240932
Toyota Corolla 121 2006 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-corolla-121-sale-colombo-11231420
Toyota Camry 2006 Car (Used),"Rs. 7,350,000",Toyota,Camry,2006,1000,Automatic,Petrol,-,https://riyasewana.com/buy/toyota-camry-sale-kandy-11240929
Ford Sierra 1986 Car (Used),"Rs. 550,000",,,,,,,,https://riyasewana.com/buy/ford-sierra-sale-kalutara-11231405
Toyota Ct 170 1992 Car (Used),"Rs. 1,900,000",,,,,,,,https://riyasewana.com/buy/toyota-ct-170-sale-kurunegala-11231411
Honda Insight Ze2 2010 Car (Used),"Rs. 6,950,000",Honda,Insight Ze2,2010,194000,Automatic,Hybrid,13000,https://riyasewana.com/buy/honda-insight-ze2-sale-dankotuwa-11240928
Toyota Vitz 2016 Car (Used),"Rs. 6,890,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-pannala-11231404
Zotye Z100 2019 Car (Used),"Rs. 3,290,000",Zotye,Z100,2019,28000,Manual,Petrol,1000,https://riyasewana.com/buy/zotye-z100-sale-matale-11240924
Suzuki Alto 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-gampola-11231402
Honda Fit Aria 2007 Car (Used),Negotiable,Honda,Fit Aria,2007,166898,Automatic,Petrol,1490,https://riyasewana.com/buy/honda-fit-aria-sale-kaduwela-11240922
Hyundai Eon 2015 Car (Used),"Rs. 4,000,000",,,,,,,,https://riyasewana.com/buy/hyundai-eon-sale-colombo-11231394
Toyota Vitz 2007 Car (Used),Negotiable,Toyota,Vitz,2007,140000,Automatic,Petrol,1300,https://riyasewana.com/buy/toyota-vitz-sale-wennappuwa-11240906
Suzuki Maruti Wagon R 2007 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-maruti-wagon-sale-piliyandala-11231393
Toyota AQUA Urban 2016 Car (Used),"Rs. 7,850,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-urban-sale-galle-11231392
Suzuki Hustler 2015 Car (Used),Negotiable,Suzuki,Hustler,2015,141973,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-hustler-sale-kaduwela-11240898
Toyota Aqua 2013 Car (Used),"Rs. 7,250,000",Toyota,Aqua,2013,149000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-aqua-sale-horana-11240893
Honda FIT Gp5 S 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-matara-11231391
Honda Grace 2016 Car (Used),"Rs. 10,300,000",,,,,,,,https://riyasewana.com/buy/honda-grace-sale-kandy-11231386
Toyota Corolla Dx Wagon 1987 Car (Used),"Rs. 1,075,000",Toyota,Corolla Dx Wagon,1987,264096,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-corolla-dx-sale-colombo-11236491
Mercedes-Benz C220 2001 Car (Used),"Rs. 6,950,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-c220-sale-piliyandala-11231384
Morris Minor 1959 Car (Used),"Rs. 350,000",,,,,,,,https://riyasewana.com/buy/morris-minor-sale-colombo-11231383
Nissan FB14 Super Saloon 1996 Car (Used),"Rs. 3,050,000",Nissan,FB14 Super Saloon,1996,240000,Automatic,Petrol,1500,https://riyasewana.com/buy/nissan-fb14-super-sale-pannipitiya-11240890
Toyota Axio 2016 Car (Used),"Rs. 9,555,000",Toyota,Axio,2016,99000,Automatic,Petrol,1300,https://riyasewana.com/buy/toyota-axio-sale-homagama-11240888
Perodua Axia 2016 Car (Used),"Rs. 5,750,000",Perodua,Axia,2016,89475,Automatic,Petrol,1000,https://riyasewana.com/buy/perodua-axia-sale-moratuwa-11240886
Toyota Aqua G Grade 2014 Car (Used),"Rs. 7,600,000",Toyota,Aqua G Grade,2014,130000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-aqua-g-sale-kandy-11240885
Daihatsu MIRA 2001 Car (Used),"Rs. 2,975,000",Daihatsu,MIRA,2001,210000,Automatic,Petrol,660,https://riyasewana.com/buy/daihatsu-mira-sale-nittambuwa-11240860
Toyota Prius 2013 Car (Used),Negotiable,Toyota,Prius,2013,140000,Automatic,Petrol,-,https://riyasewana.com/buy/toyota-prius-sale-galle-11240858
Toyota Vios 2005 Car (Used),"Rs. 5,275,000",Toyota,Vios,2005,196000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-vios-sale-boralesgamuwa-11240855
Toyota Corolla 121 2003 Car (Used),"Rs. 5,800,000",Toyota,Corolla 121,2003,-,Automatic,Petrol,1490,https://riyasewana.com/buy/toyota-corolla-121-sale-kaduwela-11241014
Toyota PREMIO G SUPERIOR 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-horana-11218976
Hyundai Grand I10 2016 Car (Used),"Rs. 5,500,000",,,,,,,,https://riyasewana.com/buy/hyundai-grand-i10-sale-dehiwala-mount-lavinia-11246731
Nissan FB15 2002 Car (Used),"Rs. 3,950,000",,,,,,,,https://riyasewana.com/buy/nissan-fb15-sale-kelaniya-11217418
Suzuki Swift Beetle 2010 Car (Used),"Rs. 5,975,000",,,,,,,,https://riyasewana.com/buy/suzuki-swift-beetle-sale-piliyandala-11231378
Suzuki Spacia 2023 Car Unregistered (Recondition),"Rs. 8,200,000",,,,,,,,https://riyasewana.com/buy/suzuki-spacia-sale-polgahawela-11229705
Suzuki Wagon R 2016 Car (Used),"Rs. 5,690,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ragama-11231370
Micro X25 Baic 2017 Car (Used),"Rs. 5,675,000",,,,,,,,https://riyasewana.com/buy/micro-x25-baic-sale-bandaragama-11231360
Toyota Aqua 2014 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-aqua-sale-embilipitiya-11231359
Suzuki Alto Japan 2008 Car (Used),"Rs. 3,990,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-dankotuwa-11231354
Nissan March 1996 Car (Used),"Rs. 2,690,000",,,,,,,,https://riyasewana.com/buy/nissan-march-sale-colombo-11231355
Suzuki Wagon R Fz Safety 2017 Car (Used),"Rs. 6,350,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-dambulla-11231351
Honda Fit 2003 Car (Used),"Rs. 4,550,000",,,,,,,,https://riyasewana.com/buy/honda-fit-sale-bandaragama-11231347
Suzuki Alto 2015 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-colombo-11231335
Honda Fit Gp1 2012 Car (Used),"Rs. 6,200,000",,,,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-piliyandala-11231341
Toyota Aqua S Grade 2012 Car (Used),"Rs. 6,575,000",,,,,,,,https://riyasewana.com/buy/toyota-aqua-s-sale-matara-11231337
Nissan Tiida 2007 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/nissan-tiida-sale-kiribathgoda-11231332
Toyota Starlet EP82 1994 Car (Used),"Rs. 2,975,000",,,,,,,,https://riyasewana.com/buy/toyota-starlet-ep82-sale-kuliyapitiya-11231333
Toyota Allion 260 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-allion-260-sale-kelaniya-11231327
Suzuki Alto K10 2011 Car (Used),"Rs. 3,500,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-matugama-11231321
BMW 523i F10 M5 Kit 2010 Car (Used),"Rs. 16,900,000",,,,,,,,https://riyasewana.com/buy/bmw-523i-f10-sale-kotte-11231322
Suzuki Wagon R FX Safety 2023 Car Unregistered (Recondition),"Rs. 7,350,000",Suzuki,Wagon R FX Safety,2023,4700,Automatic,Petrol,660,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11239584
Toyota COROLLA 1991 Car (Used),"Rs. 2,285,000",Toyota,COROLLA,1991,328246,Manual,Petrol,1290,https://riyasewana.com/buy/toyota-corolla-sale-homagama-11240853
Toyota Axio G Grade 2006 Car (Used),"Rs. 6,950,000",Toyota,Axio G Grade,2006,131000,Automatic,Petrol,1490,https://riyasewana.com/buy/toyota-axio-g-sale-panadura-11239253
Honda CIVIC SR 2018 Car (Used),"Rs. 11,500,000",Honda,CIVIC SR,2018,48505,Automatic,Petrol,1000,https://riyasewana.com/buy/honda-civic-sr-sale-kelaniya-11214652
Toyota Sprinter EE111 1997 Car (Used),"Rs. 3,650,000",Toyota,Sprinter EE111,1997,165000,Manual,Petrol,1330,https://riyasewana.com/buy/toyota-sprinter-ee111-sale-matale-11239858
Honda Freed Gp3 2013 Car (Used),"Rs. 9,300,000",,,,,,,,https://riyasewana.com/buy/honda-freed-gp3-sale-colombo-11231316
Hyundai Accent 2002 Car (Used),"Rs. 2,550,000",,,,,,,,https://riyasewana.com/buy/hyundai-accent-sale-ja-ela-11231314
Suzuki Alto 2015 Car (Used),"Rs. 3,825,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-matale-11231312
Honda Gp5 S 2015 Car (Used),"Rs. 7,975,000",Honda,Gp5 S,2015,140000,Automatic,Petrol,15000,https://riyasewana.com/buy/honda-gp5-s-sale-kurunegala-11240844
Perodua Kelisa 2003 Car (Used),"Rs. 3,100,000",Perodua,Kelisa,2003,17500,Manual,Petrol,1000,https://riyasewana.com/buy/perodua-kelisa-sale-nittambuwa-11240850
Mitsubishi Lancer Wagon GL 1980 Car (Used),"Rs. 675,000",,,,,,,,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kottawa-11231301
Suzuki Alto 800 LXI 2015 Car (Used),"Rs. 3,875,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-800-sale-kandy-11231306
Tata Nano 2012 Car (Used),Negotiable,Tata,Nano,2012,-,Manual,Petrol,624,https://riyasewana.com/buy/tata-nano-sale-panadura-11240843
Toyota Corolla AE110 L Grade 2000 Car (Used),Negotiable (Ongoing Lease),Toyota,Corolla AE110 L Grade,2000,225000,Automatic,Petrol,1500,https://riyasewana.com/buy/toyota-corolla-ae110-sale-katunayake-11240831
Micro Panda LC 1.0 2016 Car (Used),Negotiable,Micro,Panda LC 1.0,2016,95286,Manual,Petrol,998,https://riyasewana.com/buy/micro-panda-lc-sale-colombo-11240829
Suzuki Wagon R Stingray Turbo 2016 Car (Used),"Rs. 6,150,000",,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11231287
Honda Civic 2019 Car (Used),"Rs. 12,500,000",Honda,Civic,2019,61000,Automatic,Petrol,1000,https://riyasewana.com/buy/honda-civic-sale-rajagiriya-11240828
Nissan Tiida Latio Japan Recondition 2007 Car (Used),"Rs. 5,390,000",,,,,,,,https://riyasewana.com/buy/nissan-tiida-latio-sale-kandy-11231286
Mercedes-Benz C200 2019 Car (Used),"Rs. 24,800,000",,,,,,,,https://riyasewana.com/buy/mercedes-benz-c200-sale-battaramulla-11231283
Honda FIT Gp5 S 2014 Car (Used),"Rs. 7,375,000",Honda,FIT Gp5 S,2014,131500,Automatic,Hybrid,1500,https://riyasewana.com/buy/honda-fit-gp5-sale-kalutara-11240825
Nissan SUNNY 2001 Car (Used),"Rs. 3,985,000",Nissan,SUNNY,2001,202013,Manual,Petrol,1295,https://riyasewana.com/buy/nissan-sunny-sale-homagama-11240816
Toyota Prius 2014 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-prius-sale-matara-11231273
Suzuki Wagon R Stingray 2017 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ambalangoda-11231280
Toyota Vitz 2017 Car (Used),"Rs. 7,570,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-maharagama-11231262
Toyota Prius Alpha CX 2013 Car (Used),"Rs. 9,500,000",Toyota,Prius Alpha CX,2013,130000,Automatic,Hybrid,1790,https://riyasewana.com/buy/toyota-prius-alpha-sale-colombo-11240803
Suzuki Swift RS Turbo 2017 Car (Used),"Rs. 8,250,000",Suzuki,Swift RS Turbo,2017,97000,Automatic,Petrol,1000,https://riyasewana.com/buy/suzuki-swift-rs-sale-maharagama-11240804
Mercedes-Benz C180 2016 Car (Used),"Rs. 17,000,000",Mercedes-Benz,C180,2016,108000,Automatic,Petrol,1600,https://riyasewana.com/buy/mercedes-benz-c180-sale-colombo-11240802
Toyota IST 2002 Car (Used),"Rs. 4,775,000",,,,,,,,https://riyasewana.com/buy/toyota-ist-sale-pannala-11231254
Renault KWID 2016 Car (Used),Negotiable,Renault,KWID,2016,1,Manual,Petrol,800,https://riyasewana.com/buy/renault-kwid-sale-gampaha-11240800
Suzuki Alto 2011 Car (Used),"Rs. 3,050,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kelaniya-11231243
Toyota Axio 2014 Car (Used),"Rs. 9,600,000",Toyota,Axio,2014,170000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-axio-sale-jaffna-11240794
Suzuki Alto 2015 Car (Used),"Rs. 3,775,000",,,,,,,,https://riyasewana.com/buy/suzuki-alto-sale-ampara-11231244
Opel Opel 1998 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/opel-opel-sale-kurunegala-11231242
Suzuki Wagon R FX 2023 Car (Used),"Rs. 7,290,000",Suzuki,Wagon R FX,2023,11000,Automatic,Hybrid,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-11240790
Toyota Vitz 2020 Car (Used),"Rs. 7,950,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-embilipitiya-11231233
Honda Civic EX VTEC Turbo 2018 Car (Used),"Rs. 13,400,000",Honda,Civic EX VTEC Turbo,2018,92000,Automatic,Petrol,-,https://riyasewana.com/buy/honda-civic-ex-sale-colombo-11240787
Hyundai Trajet 2002 Car (Used),"Rs. 3,395,000",Hyundai,Trajet,2002,19000,Automatic,Petrol,2000,https://riyasewana.com/buy/hyundai-trajet-sale-homagama-11240783
Toyota Axio G Grade 2014 Car (Used),"Rs. 8,950,000",,,,,,,,https://riyasewana.com/buy/toyota-axio-g-sale-colombo-11231228
Suzuki Wagon R 2018 Car (Used),"Rs. 6,875,000",Suzuki,Wagon R,2018,76199,Automatic,Petrol,650,https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-11240775
Toyota Vitz 2018 Car (Used),"Rs. 8,250,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-divulapitiya-11231225
Suzuki Swift 2008 Car (Used),"Rs. 5,890,000",Suzuki,Swift,2008,114950,Automatic,Petrol,1300,https://riyasewana.com/buy/suzuki-swift-sale-dehiwala-mount-lavinia-11240770
Toyota Vitz 2011 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kadawatha-11231213
Toyota Vitz 2005 Car (Used),"Rs. 5,000,000",,,,,,,,https://riyasewana.com/buy/toyota-vitz-sale-colombo-11231203
Toyota Aqua Urban 2015 Car (Used),Negotiable,Toyota,Aqua Urban,2015,133000,Automatic,Petrol,-,https://riyasewana.com/buy/toyota-aqua-urban-sale-horana-11240764
Honda Fit Shuttle 2013 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/honda-fit-shuttle-sale-gampaha-11231202
Suzuki Alto LXI 2016 Car (Used),"Rs. 3,900,000",Suzuki,Alto LXI,2016,102000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-lxi-sale-kurunegala-11240760
Nissan FB13 1994 Car (Used),"Rs. 2,475,000",Nissan,FB13,1994,250000,Manual,Petrol,1500,https://riyasewana.com/buy/nissan-fb13-sale-horana-11240759
Honda FIT GP1 Shes 2012 Car (Used),"Rs. 6,500,000",,,,,,,,https://riyasewana.com/buy/honda-fit-gp1-sale-batticaloa-11231198
Nissan B211 1980 Car (Used),Negotiable,Nissan,B211,1980,1000,Manual,Petrol,1200,https://riyasewana.com/buy/nissan-b211-sale-kandy-11240758
Audi A6 2006 Car (Used),"Rs. 7,950,000",,,,,,,,https://riyasewana.com/buy/audi-a6-sale-minuwangoda-11231196
Toyota EE96 1989 Car (Used),"Rs. 1,600,000",Toyota,EE96,1989,200000,Manual,Petrol,1300,https://riyasewana.com/buy/toyota-ee96-sale-colombo-11240754
Toyota PRIUS DAA ZVW30 2011 Car (Used),"Rs. 9,600,000",,,,,,,,https://riyasewana.com/buy/toyota-prius-daa-sale-gampaha-11231194
Daihatsu Charade G11 1985 Car (Used),"Rs. 950,000",Daihatsu,Charade G11,1985,8946,Manual,Petrol,1000,https://riyasewana.com/buy/daihatsu-charade-g11-sale-kandy-11240749
Nissan Wingroad Y 12 2007 Car (Used),"Rs. 5,500,000",Nissan,Wingroad Y 12,2007,133000,Automatic,Petrol,1490,https://riyasewana.com/buy/nissan-wingroad-y-sale-kurunegala-11239466
Nissan Y10 1999 Car (Used),"Rs. 2,295,000",Nissan,Y10,1999,1,Manual,Petrol,1300,https://riyasewana.com/buy/nissan-y10-sale-kurunegala-11240746
Honda Fit Gp1 2013 Car (Used),"Rs. 6,475,000",Honda,Fit Gp1,2013,134000,Automatic,Hybrid,1330,https://riyasewana.com/buy/honda-fit-gp1-sale-ambalangoda-11240744
Nissan NOTE 2023 Car (Used),"Rs. 12,200,000",Nissan,NOTE,2023,7000,Automatic,Electric,1200,https://riyasewana.com/buy/nissan-note-sale-colombo-11240728
Nissan Cefiro 1997 Car (Used),"Rs. 3,550,000",Nissan,Cefiro,1997,197000,Automatic,Petrol,1990,https://riyasewana.com/buy/nissan-cefiro-sale-gampaha-11240736
Mitsubishi Lancer Wagon GL 1983 Car (Used),Negotiable,Mitsubishi,Lancer Wagon GL,1983,1000,Manual,Petrol,1400,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kandy-11240726
Toyota Vitz 2011 Car (Used),"Rs. 6,100,000",Toyota,Vitz,2011,140000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-sale-colombo-11240707
Toyota Aqua S Grade 2013 Car (Used),"Rs. 7,195,000",Toyota,Aqua S Grade,2013,176000,Automatic,Hybrid,1500,https://riyasewana.com/buy/toyota-aqua-s-sale-negombo-11240720
Suzuki ALTO 2015 Car (Used),Negotiable,Suzuki,ALTO,2015,87000,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-11240700
Honda Insight 2011 Car (Used),Negotiable (Ongoing Lease),Honda,Insight,2011,180,Automatic,Petrol,1330,https://riyasewana.com/buy/honda-insight-sale-colombo-11240699
Suzuki Maruti 2007 Car (Used),"Rs. 2,500,000",Suzuki,Maruti,2007,275000,Manual,Petrol,600,https://riyasewana.com/buy/suzuki-maruti-sale-colombo-11240698
Toyota Yaris ATIV Premium Luxury 2025 Car Brand New,Negotiable,Toyota,Yaris ATIV Premium Luxury,2025,10,Automatic,Petrol,1200,https://riyasewana.com/buy/toyota-yaris-ativ-sale-colombo-11240690
Suzuki ALTO 2006 Car (Used),Negotiable,Suzuki,ALTO,2006,-,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-11240689
Suzuki Maruti 2011 Car (Used),"Rs. 2,310,000",Suzuki,Maruti,2011,93700,Manual,Petrol,800,https://riyasewana.com/buy/suzuki-maruti-sale-kottawa-11240687
Toyota Vitz 2008 Car (Used),Negotiable,Toyota,Vitz,2008,137000,Automatic,Petrol,1000,https://riyasewana.com/buy/toyota-vitz-sale-polonnaruwa-11240682
Honda CIVIC SR 2018 Car (Used),"Rs. 11,500,000",,,,,,,,https://riyasewana.com/buy/honda-civic-sr-sale-kelaniya-11214652
Mazda 3 2014 Car (Used),"Rs. 9,850,000",,,,,,,,https://riyasewana.com/buy/mazda-3-sale-padukka-11199774
Nissan March 2017 Car (Used),"Rs. 6,490,000",,,,,,,,https://riyasewana.com/buy/nissan-march-sale-colombo-11236719
Audi A3 S-Line 2018 Car (Used),Negotiable,,,,,,,,https://riyasewana.com/buy/audi-a3-s-line-sale-anuradapura-11231189
Toyota Prius S Touring My Coordination 2014 Car (Used),"Rs. 10,800,000",,,,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-malabe-11215051
